serial,province_state,obsv_date,confirmed,New_Cases
147028,Andhra Pradesh,2020-11-02,827882,1916
147777,Andhra Pradesh,2020-11-03,830731,2849
148526,Andhra Pradesh,2020-11-04,833208,2477
149275,Andhra Pradesh,2020-11-05,835953,2745
150024,Andhra Pradesh,2020-11-06,838363,2410
150773,Andhra Pradesh,2020-11-07,840730,2367
151522,Andhra Pradesh,2020-11-08,842967,2237
152271,Andhra Pradesh,2020-11-09,844359,1392
153021,Andhra Pradesh,2020-11-10,846245,1886
153771,Andhra Pradesh,2020-11-11,847977,1732
154520,Andhra Pradesh,2020-11-12,849705,1728
155282,Andhra Pradesh,2020-11-13,851298,1593
156044,Andhra Pradesh,2020-11-14,852955,1657
156806,Andhra Pradesh,2020-11-15,854011,1056
157568,Andhra Pradesh,2020-11-16,854764,753
158330,Andhra Pradesh,2020-11-17,856159,1395
159092,Andhra Pradesh,2020-11-18,857395,1236
159854,Andhra Pradesh,2020-11-19,858711,1316
160616,Andhra Pradesh,2020-11-20,859932,1221
161378,Andhra Pradesh,2020-11-21,861092,1160
162140,Andhra Pradesh,2020-11-22,862213,1121
162902,Andhra Pradesh,2020-11-23,862758,545
163664,Andhra Pradesh,2020-11-24,863843,1085
164427,Andhra Pradesh,2020-11-25,864674,831
165190,Andhra Pradesh,2020-11-26,865705,1031
165953,Andhra Pradesh,2020-11-27,866438,733
166716,Andhra Pradesh,2020-11-28,867063,625
167479,Andhra Pradesh,2020-11-29,867683,620
168242,Andhra Pradesh,2020-11-30,868064,381
169005,Andhra Pradesh,2020-12-01,868749,685
169768,Andhra Pradesh,2020-12-02,869412,663
170531,Andhra Pradesh,2020-12-03,870076,664
171294,Andhra Pradesh,2020-12-04,870675,599
172057,Andhra Pradesh,2020-12-05,871305,630
172820,Andhra Pradesh,2020-12-06,871972,667
173583,Andhra Pradesh,2020-12-07,872288,316
174346,Andhra Pradesh,2020-12-08,872839,551
175109,Andhra Pradesh,2020-12-09,873457,618
175872,Andhra Pradesh,2020-12-10,873995,538
176635,Andhra Pradesh,2020-12-11,874515,520
177398,Andhra Pradesh,2020-12-12,875025,510
178161,Andhra Pradesh,2020-12-13,875531,506
178924,Andhra Pradesh,2020-12-14,875836,305
179687,Andhra Pradesh,2020-12-15,876336,500
180450,Andhra Pradesh,2020-12-16,876814,478
181213,Andhra Pradesh,2020-12-17,877348,534
181976,Andhra Pradesh,2020-12-18,877806,458
182739,Andhra Pradesh,2020-12-19,878285,479
183502,Andhra Pradesh,2020-12-20,878723,438
184265,Andhra Pradesh,2020-12-21,878937,214
185028,Andhra Pradesh,2020-12-22,879339,402
185791,Andhra Pradesh,2020-12-23,879718,379
186554,Andhra Pradesh,2020-12-24,880075,357
187317,Andhra Pradesh,2020-12-25,880430,355
188080,Andhra Pradesh,2020-12-26,880712,282
188843,Andhra Pradesh,2020-12-27,881061,349
189606,Andhra Pradesh,2020-12-28,881273,212
190369,Andhra Pradesh,2020-12-29,881599,326
191132,Andhra Pradesh,2020-12-30,881948,349
191895,Andhra Pradesh,2020-12-31,881948,0
192658,Andhra Pradesh,2021-01-01,882286,338
193421,Andhra Pradesh,2021-01-02,882850,564
194184,Andhra Pradesh,2021-01-03,883082,232
194948,Andhra Pradesh,2021-01-04,883210,128
195712,Andhra Pradesh,2021-01-05,883587,377
196476,Andhra Pradesh,2021-01-06,883876,289
197240,Andhra Pradesh,2021-01-07,884171,295
198004,Andhra Pradesh,2021-01-08,884171,0
198768,Andhra Pradesh,2021-01-09,884689,518
199532,Andhra Pradesh,2021-01-10,884916,227
200296,Andhra Pradesh,2021-01-11,885037,121
201060,Andhra Pradesh,2021-01-12,885234,197
201824,Andhra Pradesh,2021-01-13,885437,203
202588,Andhra Pradesh,2021-01-14,885616,179
203352,Andhra Pradesh,2021-01-15,885710,94
204116,Andhra Pradesh,2021-01-16,885824,114
204880,Andhra Pradesh,2021-01-17,885985,161
205644,Andhra Pradesh,2021-01-18,886066,81
206408,Andhra Pradesh,2021-01-19,886245,179
207172,Andhra Pradesh,2021-01-20,886418,173
207937,Andhra Pradesh,2021-01-21,886557,139
208702,Andhra Pradesh,2021-01-22,886694,137
209467,Andhra Pradesh,2021-01-23,886852,158
210232,Andhra Pradesh,2021-01-24,887010,158
210997,Andhra Pradesh,2021-01-25,887066,56
211762,Andhra Pradesh,2021-01-26,887238,172
212527,Andhra Pradesh,2021-01-27,887349,111
213292,Andhra Pradesh,2021-01-28,887466,117
214057,Andhra Pradesh,2021-01-29,887591,125
214822,Andhra Pradesh,2021-01-30,887720,129
215587,Andhra Pradesh,2021-01-31,887836,116
216352,Andhra Pradesh,2021-02-01,887900,64
217117,Andhra Pradesh,2021-02-02,888004,104
217882,Andhra Pradesh,2021-02-03,888099,95
218647,Andhra Pradesh,2021-02-04,888178,79
219412,Andhra Pradesh,2021-02-05,888275,97
220177,Andhra Pradesh,2021-02-06,888350,75
220942,Andhra Pradesh,2021-02-07,888423,73
221707,Andhra Pradesh,2021-02-08,888485,62
222472,Andhra Pradesh,2021-02-09,888555,70
223237,Andhra Pradesh,2021-02-10,888605,50
224002,Andhra Pradesh,2021-02-11,888692,87
224767,Andhra Pradesh,2021-02-12,888760,68
225532,Andhra Pradesh,2021-02-13,888814,54
226297,Andhra Pradesh,2021-02-14,888869,55
227062,Andhra Pradesh,2021-02-15,888899,30
227827,Andhra Pradesh,2021-02-16,888959,60
228592,Andhra Pradesh,2021-02-17,889010,51
229357,Andhra Pradesh,2021-02-18,889077,67
230122,Andhra Pradesh,2021-02-19,889156,79
230887,Andhra Pradesh,2021-02-20,889210,54
231652,Andhra Pradesh,2021-02-21,889298,88
232417,Andhra Pradesh,2021-02-22,889339,41
233182,Andhra Pradesh,2021-02-23,889409,70
233947,Andhra Pradesh,2021-02-24,889503,94
234712,Andhra Pradesh,2021-02-25,889585,82
235477,Andhra Pradesh,2021-02-26,889681,96
236242,Andhra Pradesh,2021-02-27,889799,118
237007,Andhra Pradesh,2021-02-28,889916,117
237772,Andhra Pradesh,2021-03-01,889974,58
238537,Andhra Pradesh,2021-03-02,890080,106
239302,Andhra Pradesh,2021-03-03,890215,135
240067,Andhra Pradesh,2021-03-04,890317,102
240832,Andhra Pradesh,2021-03-05,890441,124
241597,Andhra Pradesh,2021-03-06,890556,115
242362,Andhra Pradesh,2021-03-07,890692,136
243127,Andhra Pradesh,2021-03-08,890766,74
243892,Andhra Pradesh,2021-03-09,890884,118
244657,Andhra Pradesh,2021-03-10,891004,120
245422,Andhra Pradesh,2021-03-11,891178,174
246187,Andhra Pradesh,2021-03-12,891388,210
246952,Andhra Pradesh,2021-03-13,891563,175
247717,Andhra Pradesh,2021-03-14,891861,298
248482,Andhra Pradesh,2021-03-15,892008,147
249247,Andhra Pradesh,2021-03-16,892269,261
250012,Andhra Pradesh,2021-03-17,892522,253
250777,Andhra Pradesh,2021-03-18,892740,218
251542,Andhra Pradesh,2021-03-19,892986,246
252307,Andhra Pradesh,2021-03-20,893366,380
253072,Andhra Pradesh,2021-03-21,893734,368
253837,Andhra Pradesh,2021-03-22,894044,310
254602,Andhra Pradesh,2021-03-23,894536,492
255367,Andhra Pradesh,2021-03-24,895121,585
256132,Andhra Pradesh,2021-03-25,895879,758
256897,Andhra Pradesh,2021-03-26,896863,984
257662,Andhra Pradesh,2021-03-27,897810,947
258427,Andhra Pradesh,2021-03-28,898815,1005
259192,Andhra Pradesh,2021-03-29,899812,997
259957,Andhra Pradesh,2021-03-30,900805,993
260722,Andhra Pradesh,2021-03-31,901989,1184
261487,Andhra Pradesh,2021-04-01,903260,1271
262252,Andhra Pradesh,2021-04-02,904548,1288
263017,Andhra Pradesh,2021-04-03,905946,1398
263782,Andhra Pradesh,2021-04-04,907676,1730
264547,Andhra Pradesh,2021-04-05,909002,1326
265312,Andhra Pradesh,2021-04-06,910943,1941
266077,Andhra Pradesh,2021-04-07,913274,2331
266842,Andhra Pradesh,2021-04-08,915832,2558
267607,Andhra Pradesh,2021-04-09,918597,2765
268372,Andhra Pradesh,2021-04-10,921906,3309
269137,Andhra Pradesh,2021-04-11,925401,3495
269902,Andhra Pradesh,2021-04-12,928664,3263
270667,Andhra Pradesh,2021-04-13,932892,4228
271432,Andhra Pradesh,2021-04-14,937049,4157
272197,Andhra Pradesh,2021-04-15,942135,5086
272962,Andhra Pradesh,2021-04-16,948231,6096
273727,Andhra Pradesh,2021-04-17,955455,7224
274492,Andhra Pradesh,2021-04-18,962037,6582
275257,Andhra Pradesh,2021-04-19,968000,5963
276022,Andhra Pradesh,2021-04-20,976987,8987
276787,Andhra Pradesh,2021-04-21,986703,9716
277552,Andhra Pradesh,2021-04-22,997462,10759
278317,Andhra Pradesh,2021-04-23,1009228,11766
279082,Andhra Pradesh,2021-04-24,1020926,11698
279847,Andhra Pradesh,2021-04-25,1033560,12634
280612,Andhra Pradesh,2021-04-26,1043441,9881
281377,Andhra Pradesh,2021-04-27,1054875,11434
282142,Andhra Pradesh,2021-04-28,1069544,14669
282907,Andhra Pradesh,2021-04-29,1084336,14792
283672,Andhra Pradesh,2021-04-30,1101690,17354
284437,Andhra Pradesh,2021-05-01,1121102,19412
285202,Andhra Pradesh,2021-05-02,1145022,23920
285967,Andhra Pradesh,2021-05-03,1163994,18972
286732,Andhra Pradesh,2021-05-04,1184028,20034
287497,Andhra Pradesh,2021-05-05,1206232,22204
288262,Andhra Pradesh,2021-05-06,1228186,21954
289027,Andhra Pradesh,2021-05-07,1245374,17188
289792,Andhra Pradesh,2021-05-08,1265439,20065
290557,Andhra Pradesh,2021-05-09,1287603,22164
291322,Andhra Pradesh,2021-05-10,1302589,14986
292087,Andhra Pradesh,2021-05-11,1322934,20345
292852,Andhra Pradesh,2021-05-12,1344386,21452
293617,Andhra Pradesh,2021-05-13,1366785,22399
294382,Andhra Pradesh,2021-05-14,1388803,22018
295147,Andhra Pradesh,2021-05-15,1411320,22517
295912,Andhra Pradesh,2021-05-16,1435491,24171
296677,Andhra Pradesh,2021-05-17,1454052,18561
297442,Andhra Pradesh,2021-05-18,1475372,21320
298207,Andhra Pradesh,2021-05-19,1498532,23160
298972,Andhra Pradesh,2021-05-20,1521142,22610
299737,Andhra Pradesh,2021-05-21,1542079,20937
300502,Andhra Pradesh,2021-05-22,1562060,19981
301267,Andhra Pradesh,2021-05-23,1580827,18767
302032,Andhra Pradesh,2021-05-24,1593821,12994
302797,Andhra Pradesh,2021-05-25,1609105,15284
303562,Andhra Pradesh,2021-05-26,1627390,18285
304327,Andhra Pradesh,2021-05-27,1643557,16167
305092,Andhra Pradesh,2021-05-28,1657986,14429
305857,Andhra Pradesh,2021-05-29,1671742,13756
39278,Arunachal Pradesh,2020-06-10,57,0
40006,Arunachal Pradesh,2020-06-11,61,4
40739,Arunachal Pradesh,2020-06-12,61,0
41472,Arunachal Pradesh,2020-06-13,67,6
42205,Arunachal Pradesh,2020-06-14,87,20
42938,Arunachal Pradesh,2020-06-15,91,4
43671,Arunachal Pradesh,2020-06-16,95,4
44404,Arunachal Pradesh,2020-06-17,99,4
45137,Arunachal Pradesh,2020-06-18,103,4
45870,Arunachal Pradesh,2020-06-19,103,0
46603,Arunachal Pradesh,2020-06-20,135,32
47336,Arunachal Pradesh,2020-06-21,135,0
48069,Arunachal Pradesh,2020-06-22,139,4
48802,Arunachal Pradesh,2020-06-23,148,9
49535,Arunachal Pradesh,2020-06-24,158,10
50268,Arunachal Pradesh,2020-06-25,160,2
51001,Arunachal Pradesh,2020-06-26,172,12
51734,Arunachal Pradesh,2020-06-27,177,5
52467,Arunachal Pradesh,2020-06-28,182,5
53200,Arunachal Pradesh,2020-06-29,187,5
53933,Arunachal Pradesh,2020-06-30,191,4
54666,Arunachal Pradesh,2020-07-01,195,4
55399,Arunachal Pradesh,2020-07-02,195,0
56132,Arunachal Pradesh,2020-07-03,252,57
56865,Arunachal Pradesh,2020-07-04,259,7
57598,Arunachal Pradesh,2020-07-05,269,10
58331,Arunachal Pradesh,2020-07-06,269,0
59064,Arunachal Pradesh,2020-07-07,276,7
59797,Arunachal Pradesh,2020-07-08,287,11
60530,Arunachal Pradesh,2020-07-09,302,15
61263,Arunachal Pradesh,2020-07-10,335,33
61996,Arunachal Pradesh,2020-07-11,341,6
62729,Arunachal Pradesh,2020-07-12,359,18
63462,Arunachal Pradesh,2020-07-13,387,28
64195,Arunachal Pradesh,2020-07-14,462,75
64928,Arunachal Pradesh,2020-07-15,462,0
65661,Arunachal Pradesh,2020-07-16,543,81
66393,Arunachal Pradesh,2020-07-17,609,66
67138,Arunachal Pradesh,2020-07-18,650,41
67884,Arunachal Pradesh,2020-07-19,740,90
68630,Arunachal Pradesh,2020-07-20,790,50
69376,Arunachal Pradesh,2020-07-21,858,68
70122,Arunachal Pradesh,2020-07-22,949,91
70868,Arunachal Pradesh,2020-07-23,991,42
71614,Arunachal Pradesh,2020-07-24,1056,65
72360,Arunachal Pradesh,2020-07-25,1126,70
73106,Arunachal Pradesh,2020-07-26,1158,32
73852,Arunachal Pradesh,2020-07-27,1239,81
74598,Arunachal Pradesh,2020-07-28,1239,0
75345,Arunachal Pradesh,2020-07-29,1410,171
76092,Arunachal Pradesh,2020-07-30,1484,74
76839,Arunachal Pradesh,2020-07-31,1591,107
77586,Arunachal Pradesh,2020-08-01,1673,82
78333,Arunachal Pradesh,2020-08-02,1698,25
79080,Arunachal Pradesh,2020-08-03,1758,60
79827,Arunachal Pradesh,2020-08-04,1790,32
80574,Arunachal Pradesh,2020-08-05,1855,65
81321,Arunachal Pradesh,2020-08-06,1948,93
82068,Arunachal Pradesh,2020-08-07,2049,101
82815,Arunachal Pradesh,2020-08-08,2117,68
83562,Arunachal Pradesh,2020-08-09,2155,38
84309,Arunachal Pradesh,2020-08-10,2231,76
85056,Arunachal Pradesh,2020-08-11,2327,96
85802,Arunachal Pradesh,2020-08-12,2430,103
86548,Arunachal Pradesh,2020-08-13,2512,82
87294,Arunachal Pradesh,2020-08-14,2607,95
88040,Arunachal Pradesh,2020-08-15,2658,51
88786,Arunachal Pradesh,2020-08-16,2701,43
89532,Arunachal Pradesh,2020-08-17,2741,40
90278,Arunachal Pradesh,2020-08-18,2875,134
91024,Arunachal Pradesh,2020-08-19,2950,75
91770,Arunachal Pradesh,2020-08-20,3066,116
92516,Arunachal Pradesh,2020-08-21,3126,60
93262,Arunachal Pradesh,2020-08-22,3223,97
94008,Arunachal Pradesh,2020-08-23,3263,40
94754,Arunachal Pradesh,2020-08-24,3312,49
95500,Arunachal Pradesh,2020-08-25,3412,100
96246,Arunachal Pradesh,2020-08-26,3555,143
96992,Arunachal Pradesh,2020-08-27,3633,78
97738,Arunachal Pradesh,2020-08-28,3745,112
98484,Arunachal Pradesh,2020-08-29,3877,132
99230,Arunachal Pradesh,2020-08-30,4034,157
99976,Arunachal Pradesh,2020-08-31,4112,78
100722,Arunachal Pradesh,2020-09-01,4212,100
101468,Arunachal Pradesh,2020-09-02,4360,148
102214,Arunachal Pradesh,2020-09-03,4574,214
102960,Arunachal Pradesh,2020-09-04,4775,201
103706,Arunachal Pradesh,2020-09-05,4914,139
104452,Arunachal Pradesh,2020-09-06,5000,86
105198,Arunachal Pradesh,2020-09-07,5180,180
105944,Arunachal Pradesh,2020-09-08,5402,222
106690,Arunachal Pradesh,2020-09-09,5545,143
107436,Arunachal Pradesh,2020-09-10,5672,127
108182,Arunachal Pradesh,2020-09-11,5825,153
108928,Arunachal Pradesh,2020-09-12,5975,150
109674,Arunachal Pradesh,2020-09-13,6121,146
110420,Arunachal Pradesh,2020-09-14,6121,0
111166,Arunachal Pradesh,2020-09-15,6466,345
111912,Arunachal Pradesh,2020-09-16,6692,226
112658,Arunachal Pradesh,2020-09-17,6851,159
113404,Arunachal Pradesh,2020-09-18,7005,154
114150,Arunachal Pradesh,2020-09-19,7250,245
114896,Arunachal Pradesh,2020-09-20,7385,135
115642,Arunachal Pradesh,2020-09-21,7595,210
116389,Arunachal Pradesh,2020-09-22,7844,249
117136,Arunachal Pradesh,2020-09-23,8133,289
117883,Arunachal Pradesh,2020-09-24,8416,283
118630,Arunachal Pradesh,2020-09-25,8671,255
119377,Arunachal Pradesh,2020-09-26,8869,198
120124,Arunachal Pradesh,2020-09-27,9004,135
120871,Arunachal Pradesh,2020-09-28,9332,328
121618,Arunachal Pradesh,2020-09-29,9553,221
122365,Arunachal Pradesh,2020-09-30,9796,243
123112,Arunachal Pradesh,2020-10-01,10020,224
123859,Arunachal Pradesh,2020-10-02,10220,200
124606,Arunachal Pradesh,2020-10-03,10421,201
125353,Arunachal Pradesh,2020-10-04,10548,127
126100,Arunachal Pradesh,2020-10-05,10783,235
126847,Arunachal Pradesh,2020-10-06,11007,224
127594,Arunachal Pradesh,2020-10-07,11267,260
128341,Arunachal Pradesh,2020-10-08,11479,212
129088,Arunachal Pradesh,2020-10-09,11760,281
129835,Arunachal Pradesh,2020-10-10,11998,238
130582,Arunachal Pradesh,2020-10-11,12147,149
131330,Arunachal Pradesh,2020-10-12,12367,220
132078,Arunachal Pradesh,2020-10-13,12561,194
132826,Arunachal Pradesh,2020-10-14,12768,207
133574,Arunachal Pradesh,2020-10-15,12971,203
134322,Arunachal Pradesh,2020-10-16,13169,198
135070,Arunachal Pradesh,2020-10-17,13348,179
135818,Arunachal Pradesh,2020-10-18,13406,58
136566,Arunachal Pradesh,2020-10-19,13643,237
137314,Arunachal Pradesh,2020-10-20,13778,135
138062,Arunachal Pradesh,2020-10-21,13912,134
138810,Arunachal Pradesh,2020-10-22,14077,165
139558,Arunachal Pradesh,2020-10-23,14145,68
140306,Arunachal Pradesh,2020-10-24,14211,66
141054,Arunachal Pradesh,2020-10-25,14244,33
141802,Arunachal Pradesh,2020-10-26,14391,147
142550,Arunachal Pradesh,2020-10-27,14472,81
143299,Arunachal Pradesh,2020-10-28,14580,108
144048,Arunachal Pradesh,2020-10-29,14668,88
144797,Arunachal Pradesh,2020-10-30,14752,84
145546,Arunachal Pradesh,2020-10-31,14852,100
146295,Arunachal Pradesh,2020-11-01,14881,29
147044,Arunachal Pradesh,2020-11-02,14998,117
147793,Arunachal Pradesh,2020-11-03,15083,85
148542,Arunachal Pradesh,2020-11-04,15160,77
149291,Arunachal Pradesh,2020-11-05,15244,84
150040,Arunachal Pradesh,2020-11-06,15325,81
150789,Arunachal Pradesh,2020-11-07,15389,64
151538,Arunachal Pradesh,2020-11-08,15436,47
152287,Arunachal Pradesh,2020-11-09,15484,48
153037,Arunachal Pradesh,2020-11-10,15581,97
153787,Arunachal Pradesh,2020-11-11,15657,76
154537,Arunachal Pradesh,2020-11-12,15701,44
155299,Arunachal Pradesh,2020-11-13,15758,57
156061,Arunachal Pradesh,2020-11-14,15792,34
156823,Arunachal Pradesh,2020-11-15,15812,20
157585,Arunachal Pradesh,2020-11-16,15868,56
158347,Arunachal Pradesh,2020-11-17,15904,36
159109,Arunachal Pradesh,2020-11-18,15945,41
159871,Arunachal Pradesh,2020-11-19,15976,31
160633,Arunachal Pradesh,2020-11-20,16001,25
161395,Arunachal Pradesh,2020-11-21,16037,36
162157,Arunachal Pradesh,2020-11-22,16061,24
162919,Arunachal Pradesh,2020-11-23,16092,31
163681,Arunachal Pradesh,2020-11-24,16144,52
164444,Arunachal Pradesh,2020-11-25,16174,30
165207,Arunachal Pradesh,2020-11-26,16204,30
165970,Arunachal Pradesh,2020-11-27,16231,27
166733,Arunachal Pradesh,2020-11-28,16262,31
167496,Arunachal Pradesh,2020-11-29,16269,7
168259,Arunachal Pradesh,2020-11-30,16282,13
169022,Arunachal Pradesh,2020-12-01,16296,14
169785,Arunachal Pradesh,2020-12-02,16320,24
170548,Arunachal Pradesh,2020-12-03,16348,28
171311,Arunachal Pradesh,2020-12-04,16367,19
172074,Arunachal Pradesh,2020-12-05,16384,17
172837,Arunachal Pradesh,2020-12-06,16395,11
173600,Arunachal Pradesh,2020-12-07,16415,20
174363,Arunachal Pradesh,2020-12-08,16437,22
175126,Arunachal Pradesh,2020-12-09,16461,24
175889,Arunachal Pradesh,2020-12-10,16479,18
176652,Arunachal Pradesh,2020-12-11,16497,18
177415,Arunachal Pradesh,2020-12-12,16509,12
178178,Arunachal Pradesh,2020-12-13,16513,4
178941,Arunachal Pradesh,2020-12-14,16536,23
179704,Arunachal Pradesh,2020-12-15,16553,17
180467,Arunachal Pradesh,2020-12-16,16574,21
181230,Arunachal Pradesh,2020-12-17,16603,29
181993,Arunachal Pradesh,2020-12-18,16611,8
182756,Arunachal Pradesh,2020-12-19,16629,18
183519,Arunachal Pradesh,2020-12-20,16630,1
184282,Arunachal Pradesh,2020-12-21,16652,22
185045,Arunachal Pradesh,2020-12-22,16657,5
185808,Arunachal Pradesh,2020-12-23,16669,12
186571,Arunachal Pradesh,2020-12-24,16678,9
187334,Arunachal Pradesh,2020-12-25,16678,0
188097,Arunachal Pradesh,2020-12-26,16687,9
188860,Arunachal Pradesh,2020-12-27,16689,2
189623,Arunachal Pradesh,2020-12-28,16696,7
190386,Arunachal Pradesh,2020-12-29,16709,13
191149,Arunachal Pradesh,2020-12-30,16711,2
191912,Arunachal Pradesh,2020-12-31,16711,0
192675,Arunachal Pradesh,2021-01-01,16719,8
193438,Arunachal Pradesh,2021-01-02,16727,8
194201,Arunachal Pradesh,2021-01-03,16732,5
194965,Arunachal Pradesh,2021-01-04,16741,9
195729,Arunachal Pradesh,2021-01-05,16744,3
196493,Arunachal Pradesh,2021-01-06,16753,9
197257,Arunachal Pradesh,2021-01-07,16757,4
198021,Arunachal Pradesh,2021-01-08,16757,0
198785,Arunachal Pradesh,2021-01-09,16767,10
199549,Arunachal Pradesh,2021-01-10,16772,5
200313,Arunachal Pradesh,2021-01-11,16777,5
201077,Arunachal Pradesh,2021-01-12,16782,5
201841,Arunachal Pradesh,2021-01-13,16783,1
202605,Arunachal Pradesh,2021-01-14,16798,15
203369,Arunachal Pradesh,2021-01-15,16802,4
204133,Arunachal Pradesh,2021-01-16,16808,6
204897,Arunachal Pradesh,2021-01-17,16811,3
205661,Arunachal Pradesh,2021-01-18,16812,1
206425,Arunachal Pradesh,2021-01-19,16815,3
207189,Arunachal Pradesh,2021-01-20,16815,0
207954,Arunachal Pradesh,2021-01-21,16816,1
208719,Arunachal Pradesh,2021-01-22,16817,1
209484,Arunachal Pradesh,2021-01-23,16818,1
210249,Arunachal Pradesh,2021-01-24,16819,1
211014,Arunachal Pradesh,2021-01-25,16820,1
211779,Arunachal Pradesh,2021-01-26,16821,1
212544,Arunachal Pradesh,2021-01-27,16824,3
213309,Arunachal Pradesh,2021-01-28,16827,3
214074,Arunachal Pradesh,2021-01-29,16827,0
214839,Arunachal Pradesh,2021-01-30,16828,1
215604,Arunachal Pradesh,2021-01-31,16828,0
216369,Arunachal Pradesh,2021-02-01,16828,0
217134,Arunachal Pradesh,2021-02-02,16829,1
217899,Arunachal Pradesh,2021-02-03,16829,0
